Vernier Format 2
Untitled.cmbl 1/30/2020 14:09:25 .
VideoAnalysis
Time	X	Y	X Velocity	Y Velocity
0.875	0.665882673631	0.0341760974877	-2.31169630951	-0.162774202455
0.892	0.627296757112	0.0308687332147	-2.15950777083	-0.204748283354
0.909	0.592018204867	0.026458914184	-1.98423688742	-0.204576001521
0.925	0.561149471652	0.023151549911	-1.77599526863	-0.147409651155
0.942	0.533588102711	0.0209466403957	-1.58336058346	-0.0581635231353
0.959	0.509334098042	0.0220490951533	-1.49642020783	-0.029290709738
0.976	0.4817727291	0.0220490951533	-1.36520604366	-0.112528061229
0.993	0.461928543462	0.0187417308803	-1.18150620075	-0.223375557822
1.009	0.443186812582	0.0121270023343	-1.00488022234	-0.19909115198
1.026	0.428854900732	0.0110245475767	-0.830392484369	-0.107258037624
1.043	0.414522988883	0.009922092819	-0.641585435442	-0.0833326096236
1.06	0.406805805579	0.00881963806133	-0.4389277199	-0.0942814330545
1.077	0.400191077033	0.006614728546	-0.255926732841	-0.110612778022
1.093	0.397986167518	0.00440981903067	-0.0498351158307	-0.0899939894475
1.11	0.397986167518	0.00440981903067	0.168497005661	-0.103404747142
1.127	0.404600896064	0.00110245475767	0.325007985912	-0.120945771944
1.144	0.41121562461	-0.00110245475767	0.373620635445	-0.0725840135482
1.161	0.416727898398	-0.00110245475767	0.46113465222	-0.0383124886229
1.177	0.423342626944	-0.00110245475767	0.701268375448	-0.0608048149119
1.194	0.439879448309	-0.003307364273	0.943853321408	-0.0739735939501
1.211	0.459723633947	-0.00551227378833	0.974159287338	0.00356676539245
1.228	0.470748181524	-0.00220490951533	1.10446166316	0.0342715249252
1.245	0.49610464095	-0.003307364273	1.29782598694	0.014608163628
1.261	0.51484637183	-0.00220490951533	1.44630693634	0.0164002431809
1.278	0.542407740772	-0.003307364273	1.65711935147	0.0381519681282
1.295	0.572174019229	-0.00110245475767	1.80532370758	0.0666877044588
1.312	0.605247661959	0.00110245475767	1.88420953214	-0.00345079133155
1.329	0.635013940416	-0.00220490951533	2.02070299104	-0.0300185667253
1.345	0.671394947419	-0.00220490951533	2.18848211943	0.0667611344176
1.362	0.707775954422	0.00220490951533	2.33183091425	0.0582449812968
1.379	0.750771689971	-0.00110245475767	2.46885015437	0.0848457828204
1.396	0.791562516005	0.00551227378833	2.60392034027	0.0794312907702
1.413	0.838968070584	0.003307364273	2.75562839776	-0.0114683217668
1.429	0.884168715649	0.003307364273	2.814088205	-0.00553915498163
1.446	0.931574270228	0.003307364273	2.7811405567	-0.0107005677046
1.463	0.982287189081	0.00220490951533	2.37697892457	0.0215086761545
1.48	1.03079519842	0.00551227378833	0.926487559431	-0.0237314777154
1.497	1.02418046987	0.00220490951533	-1.10499970811	-0.114527706632
1.513	0.97787737005	0	-2.25202195383	-0.123152398034
1.53	0.932676724986	-0.00110245475767	-2.34277585644	-0.159561364789
1.547	0.897398172741	-0.00551227378833	-2.21063795672	-0.175095755629
1.564	0.85991471098	-0.00881963806133	-2.13026429086	-0.108862443962
1.581	0.823533703977	-0.00881963806133	-1.99154096923	-0.0529478049714
1.597	0.79376742552	-0.00881963806133	-1.82196976129	-0.0886733798596
1.614	0.764001147063	-0.013229457092	-1.67974485096	-0.0619836393822
1.631	0.735337323364	-0.009922092819	-1.47514383119	-0.0818436342924
1.648	0.715493137726	-0.0154343666073	-1.34195409461	-0.122108252509
1.664	0.690136678299	-0.016536821365	-1.1634817312	-0.03652040907
1.681	0.67580476645	-0.0154343666073	-0.928984012498	-0.0147958368432
1.698	0.6614728546	-0.0154343666073	-0.836784777829	-0.0667957882586
1.715	0.646038487993	-0.0187417308803	-0.67694873399	-0.0759812980481
1.732	0.637218849931	-0.0187417308803	-0.461141331499	-0.0455975490124
1.748	0.631706576143	-0.019844185638	-0.286643284205	-0.0289743485998
1.766	0.62839921187	-0.019844185638	-0.159561364789	-0.00730408181401
1.782	0.626194302355	-0.019844185638	-0.0425948429098	-0.00183742459611
1.799	0.626194302355	-0.019844185638	0.119597497074	0.00363846454675
1.816	0.631706576143	-0.019844185638	0.215347658532	0.0146445482735
1.832	0.631706576143	-0.019844185638	0.395728685399	0.0480158835573
1.849	0.644936033235	-0.0176392761227	0.574703301532	0.0470333035594
1.866	0.651550761781	-0.0176392761227	0.731835408251	0.0181580783616
1.883	0.668087583146	-0.0176392761227	0.958461485036	0.0200658604481
1.9	0.687931768784	-0.0176392761227	0.999422525522	0.0589584299181
1.916	0.701161225876	-0.0154343666073	1.04263978284	0.0829935244172
1.933	0.718800501999	-0.0143319118497	1.25832335247	0.0687307230657
1.95	0.744156961425	-0.0121270023343	1.46723758189	0.0110245475767
1.967	0.770615875609	-0.0143319118497	1.58659654885	-0.0249062321817
1.984	0.798177244551	-0.0154343666073	1.63665984918	0.0610541262547
2	0.825738613492	-0.0110245475767	1.67404667687	0.0887276853006
2.017	0.858812256222	-0.0110245475767	1.5103604944	0.0474629554308
2.034	0.858812256222	-0.0110245475767	2.24100950446	0.0667957882586
2.051	0.935984089259	-0.00881963806133	2.90684407624	0.0919782434687
2.068	0.975672460535	-0.00551227378833	2.54453574332	-0.000498622685511
2.084	1.0208731056	-0.0110245475767	1.87678123026	0.000276464063255
2.101	1.0572541126	-0.00440981903067	0.0926770267168	-0.0620711190588
2.118	1.02307801511	-0.0110245475767	-1.53306061596	-0.214870593945
2.135	0.984492098596	-0.0143319118497	-2.04245958025	-0.230165625569
2.152	0.945906182078	-0.019844185638	-1.98608327241	-0.187817836115
2.168	0.918344813136	-0.0209466403957	-1.74812670368	-0.115517546716
2.185	0.889680989437	-0.0220490951533	-1.57353848612	-0.127136224857
2.202	0.863222075253	-0.0242540046687	-1.33569959757	-0.147318219088
2.219	0.84558279913	-0.0308687332147	-1.17522644443	-0.0117395585683
2.236	0.824636158735	-0.0286638236993	-1.08054251222	0.283279396099
2.252	0.809201792127	-0.00771718330367	-0.953529491021	-0.12127886032
2.269	0.792664970762	-0.0319711879723	-0.795369324224	-0.545197270721
2.286	0.781640423186	-0.039688371276	-0.606551765597	-0.314485140749
2.303	0.771718330367	-0.0407908260337	-0.400937070876	-0.120368009968
2.319	0.769513420851	-0.039688371276	-0.250165419237	-0.0957009976104
2.336	0.764001147063	-0.0440981903067	-0.137329039396	-0.101617364495
2.353	0.764001147063	-0.0440981903067	0.0114827489842	-0.0756401839766
2.37	0.765103601821	-0.046303099822	0.109130616234	-0.0737438580602
2.404	0.765103601821	-0.046303099822	0.335045996207	-0.110785284123
2.42	0.780537968428	-0.052917828368	0.693210188533	-0.128157298486
2.437	0.792664970762	-0.0518153736103	0.880434170115	-0.0624587586138
2.454	0.811406701643	-0.0540202831257	1.01100130298	-0.0410743257454
2.471	0.829045977765	-0.0540202831257	1.01876693625	0.0143512985733
2.487	0.8411729801	-0.0518153736103	1.21167993632	-0.0282776531062
2.521	0.887476079922	-0.056225192641	1.41957315408	-0.0350777460063
2.538	0.916139903621	-0.0540202831257	1.59876923163	-0.0203036539619
2.555	0.942598817805	-0.056225192641	1.78948498283	-0.0383284497367
2.571	0.975672460535	-0.0573276473987	1.97111718656	0.0446267303533
2.588	1.00764364851	-0.052917828368	2.02004421087	0.0196905140177
2.605	1.04622956503	-0.0551227378833	1.7968931712	-0.0776041682357
2.622	1.09253266485	-0.056225192641	0.324150774526	-0.144765527945
2.639	1.05945902212	-0.0617374664293	-1.30930665085	-0.13067863847
2.655	1.02528292463	-0.0606350116717	-1.66700424855	-0.0988679921921
2.672	1.00102891996	-0.062839921187	-1.67900444419	-0.177324035651
2.689	0.967955277231	-0.0683521949753	-1.54343666073	-0.173366414833
2.706	0.948111091593	-0.0683521949753	-1.38005618595	-0.181258784295
2.723	0.921652177409	-0.0749669235213	-1.23186709199	-0.156782276586
2.739	0.905115356044	-0.0749669235213	-0.947795330138	-0.0620711190588
2.756	0.890783444195	-0.0749669235213	-0.705423685495	-0.0780145576478
2.773	0.881963806133	-0.0771718330367	-0.513506132713	-0.115541581955
2.79	0.876451532345	-0.079376742552	-0.501877309328	-0.137649119347
2.807	0.863222075253	-0.082684106825	-0.419514468555	-0.114001931226
2.823	0.863222075253	-0.082684106825	-0.33900171542	-0.110336313959
2.84	0.851095072919	-0.085991471098	-0.192864975089	-0.119617317108
2.857	0.851095072919	-0.0870939258557	0.201792454173	-0.108299967371
2.874	0.864324530011	-0.0904012901287	0.287657518176	-0.0616143144669
2.891	0.864324530011	-0.089298835371	0.219013843538	-0.00520838547738
2.907	0.864324530011	-0.089298835371	0.50391499758	-0.025772868611
2.924	0.879758896618	-0.0904012901287	0.860568740156	-0.0401860263373
2.941	0.897398172741	-0.089298835371	1.04578004727	-0.106513351398
2.958	0.915037448863	-0.095913563917	1.19728760571	-0.075427487871
2.975	0.938188998774	-0.0948111091593	1.29718024113	0.0668650526146
3.008	0.980082279566	-0.0881963806133	1.38010607533	0.0505729245977
3.025	1.00543873899	-0.0915037448863	1.55383989142	-0.0189113656987
3.042	1.03410256269	-0.0915037448863	1.64559205237	0.0198849924774
3.059	1.06386884115	-0.089298835371	1.44725481313	-0.00523553819787
3.075	1.09804493864	-0.0904012901287	0.337626800391	-0.0855878434394
3.092	1.078200753	-0.095913563917	-0.929051894299	0.0141513590361
3.109	1.05063938406	-0.0881963806133	-1.34467055295	0.0323170561316
3.126	1.0285902889	-0.092606199644	-1.43578315172	-0.0520341957876
3.143	0.999926465204	-0.092606199644	-1.32004184916	-0.0201201658891
3.159	0.983389643839	-0.092606199644	-1.09829051771	-0.0218850927215
3.176	0.965750367716	-0.092606199644	-0.969597183073	-0.0544193865893
3.193	0.949213546351	-0.0948111091593	-0.788074474335	-0.0763587847518
3.21	0.938188998774	-0.0948111091593	-0.571828888404	-0.110639930743
3.226	0.932676724986	-0.09922092819	-0.467725358014	-0.0996702316614
3.243	0.921652177409	-0.09922092819	-0.31545711231	-0.0273970949826
3.26	0.921652177409	-0.09922092819	-0.144399956494	-0.000108083799771
3.277	0.917242358379	-0.09922092819	0.0114265036732	0.0216974195063
3.294	0.919447267894	-0.0981184734323	0.2987070782	0.0203423245114
3.31	0.929369360713	-0.0981184734323	0.460529887082	-0.00573416088339
3.327	0.935984089259	-0.09922092819	0.542117641106	0.0107277204251
3.344	0.948111091593	-0.0970160186747	0.600297423929	-0.0109164637769
3.361	0.955828274897	-0.09922092819	0.662246068247	-0.0488525358328
3.378	0.969057731989	-0.09922092819	0.832862801128	-0.0535278858184
3.394	0.987799462869	-0.101425837705	0.820584834604	-0.0261036381153
3.411	0.987799462869	-0.101425837705	1.23710989027	0.0741884198858
3.428	1.02748783415	-0.0981184734323	1.74123001431	0.122567028941
3.445	1.0572541126	-0.095913563917	1.64460434315	0.0958858393921
3.462	1.0859179363	-0.0937086544017	1.27330214347	-0.00573416088338
3.478	1.11237685049	-0.0970160186747	0.131972095338	-0.0608319676324
3.495	1.08812284582	-0.095913563917	-0.849889734906	-0.090428142572
3.512	1.07048356969	-0.101425837705	-1.11747840583	-0.0543661512849
3.529	1.04733201978	-0.0981184734323	-1.13145625899	0.00114760174576
3.546	1.03189765318	-0.0981184734323	-1.03836940043	-0.0999195430041
3.562	1.01205346754	-0.103630747221	-0.873184591067	-0.0923933025678
3.579	0.999926465204	-0.102528292463	-0.546185757524	-0.0203078391043
3.596	0.995516646173	-0.102528292463	-0.318385312745	-0.0240648118294
3.613	0.991106827142	-0.103630747221	-0.221126892534	-0.0221445299208
3.63	0.986697008112	-0.103630747221	-0.0940749529289	-0.0103067804221
3.663	0.986697008112	-0.103630747221	0.0156930000614	-0.0156959660414
3.68	0.984492098596	-0.104733201978	0.251410308613	-0.0134609860521
3.697	0.995516646173	-0.103630747221	0.572851722164	-0.0342375669603
3.714	1.00984855802	-0.105835656736	0.641204089277	-0.0446538830738
3.73	1.01205346754	-0.106938111494	0.888891205661	0.0367968731333
3.747	1.03851238172	-0.104733201978	1.12946852012	0.106453039322
3.764	1.06056147688	-0.100323382948	0.905958409682	0.0251835253467
3.781	1.06386884115	-0.102528292463	0.874530003077	-0.127571967818
3.798	1.08481548154	-0.108040566251	1.04823799185	-0.106485422059
3.814	1.11568421476	-0.106938111494	0.361671598466	-0.0484700447936
3.848	1.1068645767	-0.109143021009	-0.253818769353	-0.0364964283599
3.865	1.09473757436	-0.108040566251	-0.739667986517	-0.0546357669173
3.882	1.07379093397	-0.111347930524	-0.861854522251	-0.0673098369281
3.898	1.06056147688	-0.111347930524	-0.627612918453	-0.0255507099888
3.915	1.06056147688	-0.111347930524	-0.714225958593	-0.0273699422622
3.932	1.03520501745	-0.111347930524	-0.725674631664	-0.0703625536511
3.949	1.02748783415	-0.114655294797	-0.33261044418	-0.0705499553391
3.966	1.02748783415	-0.114655294797	-0.0675016631584	-0.0291891745355
3.982	1.02748783415	-0.114655294797	0.100437913123	-0.0346740240762
3.999	1.02748783415	-0.114655294797	0.398526867627	-0.0958858393921
4.016	1.04292220075	-0.119065113828	0.579653418173	-0.09922092819
4.033	1.0495369293	-0.119065113828	0.649133700074	-0.0454288972217
4.05	1.06497129591	-0.120167568586	0.718880617335	-0.0163730904604
4.066	1.07048356969	-0.119065113828	0.931064317453	-0.0216357813788
4.083	1.09473757436	-0.119065113828	1.17954593115	-0.110324522128
4.1	1.11458176	-0.124577387616	1.13190517332	-0.111947392315
4.117	1.13773330991	-0.125679842374	0.788460697826	0.0229909489745
4.133	1.150962767	-0.120167568586	-0.13470958325	-0.0164002431809
4.15	1.12450385282	-0.125679842374	-0.608224133597	-0.0865205466486
4.167	1.12450385282	-0.125679842374	-0.731511156852	-0.0543661512849
4.184	1.10465966718	-0.125679842374	-0.982723239411	-0.107258037624
4.201	1.08150811727	-0.127884751889	-0.716760236707	-0.216071476008
4.217	1.078200753	-0.135601935193	-0.294676133421	-0.182663756079
4.234	1.078200753	-0.135601935193	-0.175880149808	-0.0493093404247
4.251	1.07268847921	-0.135601935193	-0.100842185187	0.00886287158124
4.268	1.07268847921	-0.135601935193	0.0871499573578	0.0718975348008
4.285	1.07379093397	-0.13229457092	0.367564548918	0.0696649578841
4.301	1.08261057203	-0.13229457092	0.636161088552	0.0187218007835
4.352	1.11788912427	-0.130089661405	0.744981302047	-0.0295407543494
4.369	1.13332349088	-0.134499480435	0.890357452568	-0.106128876496
4.385	1.15867995031	-0.136704389951	0.257274531719	-0.00276273902787
4.402	1.14434803846	-0.134499480435	-0.567447934893	0.101183015718
4.419	1.12891367185	-0.131192116162	-0.791713833324	0.0973835035939
4.436	1.11127439573	-0.130089661405	-0.636129942784	0.0237314777154
4.453	1.10576212194	-0.131192116162	-0.337207167438	-0.0185502449585
4.469	1.10576212194	-0.131192116162	-0.312762313702	-0.0258543267725
4.486	1.09584002912	-0.13229457092	-0.303682414927	-0.0070892558783
4.503	1.09032775533	-0.13229457092	-0.0485296260973	0.0541499836854
4.52	1.09363511961	-0.130089661405	0.238843870562	0.0914610964899
4.537	1.10135230291	-0.127884751889	0.391125127816	0.0571355597499
4.553	1.10906948621	-0.127884751889	0.40874763267	0.0149781988868
4.587	1.11347930524	-0.127884751889	0.61175562641	0.00785224186372
4.604	1.14214312894	-0.127884751889	0.809025057299	0.0162653581463
4.621	1.15757749555	-0.127884751889	0.0610031050796	0.059524139487
4.637	1.13883576467	-0.124577387616	-0.479526917714	0.0261036381153
4.654	1.13111858137	-0.125679842374	-0.446636696693	-0.0721543616767
4.671	1.12560630758	-0.128987206647	-0.419473226912	-0.0684170452552
4.688	1.11568421476	-0.128987206647	-0.295606077798	-0.00730408181401
4.705	1.11568421476	-0.128987206647	-0.178472363405	0.0516815008246
4.721	1.11017194097	-0.126782297132	-0.0706734272473	0.0813938149858
4.738	1.11127439573	-0.125679842374	0.155942884004	0.0696672013422
4.755	1.11678666952	-0.124577387616	0.277797800389	0.0700037259935
4.789	1.11899157903	-0.122372478101	0.51853041556	0.0761545019043
4.805	1.14765540273	-0.121270023343	0.649879917406	0.100850060101
4.822	1.15316767652	-0.11796265907	0.0093275533289	0.0643187540965
4.839	1.14104067418	-0.11796265907	-0.316246745366	-0.0342625645275
4.856	1.13663085515	-0.120167568586	-0.331394016822	-0.0829935244172
4.872	1.13001612661	-0.121270023343	-0.261384429661	-0.093936070778
4.889	1.12781121709	-0.123474932859	-0.150465203422	-0.0796732694265
4.906	1.12450385282	-0.124577387616	-0.0216167599542	-0.0288583745389
4.923	1.12560630758	-0.124577387616	0.184655270185	0.0271822690469
4.94	1.13222103612	-0.123474932859	0.322216397293	0.0683853607892
4.956	1.13663085515	-0.121270023343	0.403444994878	0.0461966512839
4.973	1.14655294797	-0.121270023343	0.379690067086	-0.0180318022391
4.99	1.15537258603	-0.122372478101	0.0487457936968	-0.0595541736739
5.007	1.14765540273	-0.123474932859	-0.254857031815	-0.0851581189671
5.024	1.14214312894	-0.125679842374	-0.313451005431	-0.0756894426032
5.04	1.1355284004	-0.126782297132	-0.226737558305	-0.0148846276913
5.057	1.13332349088	-0.126782297132	-0.0454017445012	0.0742155726063
5.074	1.13442594564	-0.123474932859	0.113704157359	0.111758648963
5.091	1.13883576467	-0.121270023343	0.179681530678	0.0525181531
5.108	1.13993821943	-0.121270023343	0.247107035537	-0.0352541049232
5.124	1.14875785749	-0.123474932859	0.199367616043	-0.0702045930626
5.141	1.14875785749	-0.124577387616	0.0273970949826	-0.0454288972217
5.158	1.14875785749	-0.124577387616	-0.0941345230486	-0.0333027434338
5.175	1.14434803846	-0.125679842374	-0.125081482084	-0.0237016694091
5.192	1.14214312894	-0.125679842374	-0.00929538124973	-0.00748909944339
5.225	1.14214312894	-0.125679842374	0.137873579258	-0.00748909944339
5.242	1.14765540273	-0.125679842374	0.353099916331	-0.029930227362
5.259	1.16088485982	-0.126782297132	0.222449393033	-0.0580604001335
5.276	1.16088485982	-0.126782297132	-0.208971330001	-0.124887340712
5.293	1.14655294797	-0.13229457092	-0.284814759022	-0.121858941167
5.309	1.14655294797	-0.13229457092	-0.0639446567732	-0.0437973381635
5.326	1.14655294797	-0.13229457092	0.0833293832415	-0.0384762195275
5.343	1.14986031225	-0.13229457092	0.171741931454	-0.0941393764097
5.36	1.15537258603	-0.136704389951	0.0907690761962	-0.097850999388
5.376	1.15537258603	-0.136704389951	-0.117479947879	-0.0401588736168
5.393	1.14545049322	-0.136704389951	-0.0235438045002	-0.0454017445012
5.41	1.15427013128	-0.137806844708	0.0917631460058	-0.068525129055
5.427	1.15316767652	-0.140011754224	-0.0067929717811	-0.0470333035594
5.444	1.15206522176	-0.140011754224	-0.0149660858528	0.00212284905713
5.46	1.15206522176	-0.138909299466	-0.000249311342757	-0.00518123275688
5.477	1.150962767	-0.138909299466	0.0776392112174	-0.0778540371531
5.494	1.15647504079	-0.142216663739	0.0594460898742	-0.115433498156
5.511	1.15427013128	-0.144421573254	-0.0269402903907	-0.0689455490014
5.528	1.15427013128	-0.144421573254	-0.0535278858184	-0.0200658604481
5.544	1.15206522176	-0.144421573254	-0.0516543481041	-0.00363846454675
5.561	1.15206522176	-0.144421573254	-0.014608163628	0
5.578	1.15206522176	-0.144421573254	-0.00367484919222	0
5.595	1.15206522176	-0.144421573254	0	0
5.612	1.15206522176	-0.144421573254	0	0
5.628	1.15206522176	-0.144421573254	0	0
5.645	1.15206522176	-0.144421573254	0	0
5.662	1.15206522176	-0.144421573254	0	0
5.679	1.15206522176	-0.144421573254	0	0
